RL,Jugador,País,Posc,Posc 2,Equipo,Edad,Rango Etario,Minutos,PenEjec,Goles/90,Ast/90,G+a/90,ACT.ACT,ACT.SCA90,PassLive,PassDead,HASTA,TiroalTiro,FaltRecib,ACG.ACG,ACG.GCA90,Toques,3. Ataq,Ataq.Pen,Ataq.Pen.PORC,3.Ataq.PORC,Tomas.Balónvivo,Att,Exitosa.PORC,Dist. tot.,Dist. Prg,Rec,PrgR,TiPas.Balónvivo,PL,Camb,PA,Bloqueos,Goles,Disp,PORC de TT,TalArc/90,G/T,DistDisp,Cmp,Total.Intent,Total.Cmp.PORC,Cortos.Cmp,Cortos.Intent,Cortos.Cmp.PORC,Derribos.Tkl,Derribos.TklG,Desafio.Tkl,Desafio.Tkl.PORC,Bloqueos.1,Tkl+Int,Penal concedido,Recup.,Aer.Ganados,Aer.Ganados.PORC
289,EZRI KONSA,ENG,DF,DF,Aston Villa,25,Maduro,3069,0,0.03,0,0.03,34,1,25,1,2,2,3,6,0.18,2359,258,36,0.02,0.11,2359,34,55.9,6930,3700,1669,33,1896,1,0,1,24,1,19,26.3,0.15,0.05,12.2,1907,2094,91.1,827,878,94.2,54,32,23,85.2,36,82,1,142,30,68.2
290,CHEIKHOU KOUYATÉ,SEN,CC,CC,Nottingham Forest,33,Veterano,212,0,0,0,0,8,3.4,5,0,0,2,0,1,0.42,108,29,5,0.05,0.27,108,2,50,112,46,48,5,73,0,0,1,1,0,5,20,0.42,0,19.8,47,74,63.5,32,43,74.4,8,5,1,25,4,10,0,14,10,50
291,MATEO KOVAČIĆ,CRO,CC,CC,Manchester City,29,Maduro,1551,0,0.06,0,0.06,54,3.14,47,0,2,4,1,6,0.35,1689,395,16,0.01,0.23,1689,32,62.5,6091,2733,1431,38,1491,4,1,2,10,1,22,22.7,0.29,0.05,20.8,1435,1527,94,835,862,96.9,36,25,18,64.3,23,46,0,72,4,50
292,EMIL KRAFTH,SWE,DF,DF,Newcastle United,28,Maduro,913,0,0,0,0,18,1.77,13,3,1,0,1,1,0.1,661,145,10,0.02,0.22,661,6,50,1588,720,423,33,514,0,0,1,14,0,4,0,0,0,17.9,488,580,84.1,246,275,89.5,21,14,12,48,8,30,0,44,13,46.4
293,MOHAMMED KUDUS,GHA,DL,CC,West Ham United,22,Promesa,2484,0,0.29,0.22,0.51,100,3.62,53,1,25,8,12,16,0.58,1311,590,102,0.08,0.45,1311,221,56.1,6874,3225,936,216,855,3,6,4,43,8,67,25.4,0.62,0.12,18.6,677,875,77.4,357,405,88.1,65,47,20,50,25,76,1,212,15,34.1
294,DEJAN KULUSEVSKI,SWE,DL,CC,Tottenham Hotspur,23,Promesa,2762,0,0.26,0.1,0.36,127,4.14,104,1,9,11,0,8,0.26,1623,984,226,0.14,0.61,1623,129,41.9,7680,3856,1229,388,1185,12,6,7,55,8,57,40.4,0.75,0.14,15.7,953,1234,77.2,610,700,87.1,62,33,25,37.3,24,80,1,133,7,31.8
295,ADAM LALLANA,ENG,CC,DL,Brighton,35,Veterano,850,0,0,0.11,0.11,28,2.96,27,0,0,0,1,1,0.11,574,229,44,0.08,0.4,574,13,23.1,1310,483,491,55,491,3,0,3,9,0,11,18.2,0.21,0,17.8,451,509,88.6,326,352,92.6,8,3,0,0,2,11,0,22,3,37.5
296,TARIQ LAMPTEY,GHA,DF,DL,Brighton,22,Promesa,914,0,0,0.3,0.3,17,1.68,15,0,1,1,0,3,0.3,545,197,21,0.04,0.36,545,19,31.6,2092,1218,382,64,400,0,0,3,9,0,6,0,0,0,18.2,379,454,83.5,217,242,89.7,21,14,13,59.1,7,27,1,32,4,30.8
298,YASSER LAROUCI,ALG,DF,DF,Sheffield United,22,Promesa,531,0,0,0,0,8,1.36,5,1,1,1,0,0,0,262,56,7,0.03,0.21,262,17,58.8,1225,741,134,12,171,0,0,1,14,0,6,16.7,0.17,0,19.1,131,185,70.8,76,89,85.4,17,9,10,71.4,6,24,0,34,1,20
299,JAMAAL LASCELLES,ENG,DF,DF,Newcastle United,29,Maduro,1080,0,0.08,0,0.08,8,0.67,7,0,0,0,1,0,0,872,41,20,0.02,0.05,872,3,33.3,2493,1461,634,3,764,0,3,2,5,1,6,16.7,0.08,0.17,9.3,669,774,86.4,252,275,91.6,14,9,6,54.5,17,19,0,53,47,66.2
301,MARIO LEMINA,GAB,CC,CC,Wolverhampton,29,Maduro,2968,0,0.12,0.03,0.15,47,1.42,42,0,0,4,1,5,0.15,1817,308,51,0.03,0.17,1817,46,54.3,4903,2281,1203,49,1432,8,12,7,9,4,48,37.5,0.55,0.08,16.6,1261,1470,85.8,654,718,91.1,90,58,25,53.2,36,131,0,199,35,46.1
302,CLÉMENT LENGLET,FRA,DF,DF,Aston Villa,28,Maduro,1153,0,0,0.08,0.08,15,1.17,11,1,0,3,0,1,0.08,1017,59,12,0.01,0.06,1017,8,37.5,4422,2819,786,1,859,0,8,1,3,0,8,25,0.16,0,10.5,822,918,89.5,302,319,94.7,13,9,7,53.8,19,20,0,37,15,57.7
304,JEFFERSON LERMA,COL,CC,DF,Crystal Palace,28,Maduro,2400,0,0.04,0.04,0.07,55,2.06,49,0,1,3,1,4,0.15,1513,290,40,0.03,0.19,1513,20,55,3033,1410,893,51,1209,8,13,5,20,1,34,26.5,0.34,0.03,19.7,1018,1250,81.4,554,625,88.6,42,25,19,47.5,31,78,0,174,69,67.6
305,RICO LEWIS,ENG,DF,CC,Manchester City,18,Filial,809,0,0.22,0,0.22,15,1.67,15,0,0,0,0,0,0,620,220,30,0.05,0.36,620,9,44.4,1758,964,486,46,525,1,0,0,11,2,5,80,0.44,0.4,15.5,518,568,91.2,339,351,96.6,10,7,3,42.9,7,14,0,42,0,0
306,KEANE LEWIS-POTTER,ENG,DL,DF,Brentford,22,Promesa,1441,0,0.19,0.06,0.25,33,2.06,21,0,6,4,2,2,0.12,604,330,84,0.14,0.55,604,58,36.2,2822,1632,417,135,404,2,4,1,13,3,43,46.5,1.25,0.07,12.8,289,415,69.6,169,206,82,17,7,7,46.7,10,24,0,62,15,40.5
307,VICTOR LINDELÖF,SWE,DF,DF,Manchester United,29,Maduro,1328,0,0.07,0.07,0.14,19,1.29,19,0,0,0,0,3,0.2,1037,114,15,0.01,0.11,1037,1,100,3077,1621,706,17,854,2,5,0,7,1,6,66.7,0.27,0.17,10.4,826,927,89.1,398,435,91.5,15,10,5,38.5,18,27,0,75,17,41.5
308,VALENTINO LIVRAMENTO,ENG,DF,DF,Newcastle United,20,Promesa,1314,0,0.07,0,0.07,36,2.47,28,0,2,1,3,5,0.34,957,232,27,0.03,0.24,957,30,56.7,2952,1463,583,76,697,0,1,0,12,1,4,50,0.14,0.25,12.9,689,802,85.9,421,457,92.1,23,13,10,47.6,16,48,0,85,12,60
309,GIOVANI LO CELSO,ARG,CC,CC,Tottenham Hotspur,27,Maduro,506,0,0.36,0.36,0.71,28,4.96,22,2,1,2,1,3,0.53,570,201,19,0.03,0.35,570,14,57.1,1891,946,456,29,466,2,0,5,8,2,13,46.2,1.07,0.15,21.7,449,503,89.3,244,260,93.8,22,13,9,64.3,4,27,1,46,1,16.7
310,TOM LOCKYER,WAL,DF,DF,Luton Town,28,Maduro,1169,0,0.08,0.08,0.15,10,0.77,9,0,0,0,0,1,0.08,586,32,18,0.03,0.06,586,6,66.7,1504,883,247,2,401,1,5,1,7,1,7,14.3,0.08,0.14,8.5,301,422,71.3,81,104,77.9,25,16,15,68.2,23,48,1,89,31,66
311,SEAN LONGSTAFF,ENG,CC,CC,Newcastle United,25,Maduro,2747,0,0.2,0.07,0.26,51,1.67,43,1,1,3,3,7,0.23,1533,422,90,0.06,0.28,1533,23,47.8,3331,1394,1076,116,1193,8,8,2,30,6,41,36.6,0.49,0.15,14.5,991,1241,79.9,551,636,86.6,54,30,24,38.1,43,71,0,120,18,45
312,MAX LOWE,ENG,DF,CC,Sheffield United,26,Maduro,503,0,0,0,0,8,1.43,7,0,0,1,0,1,0.18,203,63,6,0.03,0.31,203,5,40,271,105,88,11,113,0,0,0,6,0,2,0,0,0,10.4,84,130,64.6,53,71,74.6,21,10,8,53.3,10,26,0,7,5,31.3
313,DOUGLAS LUIZ,BRA,CC,CC,Aston Villa,25,Maduro,2993,4,0.27,0.15,0.42,117,3.52,61,34,6,10,5,10,0.3,2351,598,38,0.02,0.25,2347,47,51.1,7522,3562,1638,50,1857,11,13,7,21,9,44,29.5,0.39,0.11,23.3,1800,2101,85.7,812,871,93.2,58,38,25,47.2,32,81,0,184,25,58.1
314,SAŠA LUKIĆ,SRB,CC,CC,Fulham,26,Maduro,1122,0,0.08,0,0.08,27,2.17,19,0,1,6,0,0,0,625,109,23,0.04,0.17,625,8,62.5,1634,776,374,27,472,4,1,3,7,1,13,23.1,0.24,0.08,17.1,428,496,86.3,204,229,89.1,33,19,18,46.2,18,49,0,65,11,57.9
315,IAN MAATSEN,NED,DL,CC,Chelsea,21,Promesa,209,0,0,0,0,5,2.15,3,1,0,1,0,0,0,179,75,8,0.05,0.42,179,4,0,555,315,117,15,126,1,0,0,1,0,5,0,0,0,17.1,97,138,70.3,60,73,82.2,3,2,0,0,4,6,0,11,3,37.5
316,ALEXIS MAC ALLISTER,ARG,CC,CC,Liverpool,24,Promesa,2599,1,0.17,0.17,0.35,108,3.74,92,5,3,1,5,12,0.42,2313,560,32,0.01,0.24,2312,34,52.9,5738,3006,1626,48,1900,14,11,6,32,5,43,18.6,0.28,0.09,23.3,1704,1967,86.6,884,970,91.1,99,55,59,47.2,65,134,0,195,31,52.5
317,JAMES MADDISON,ENG,CC,CC,Tottenham Hotspur,26,Maduro,2135,0,0.17,0.38,0.55,161,6.79,110,22,10,6,10,19,0.8,1748,852,112,0.06,0.49,1748,81,39.5,6395,2589,1430,156,1322,14,6,11,30,4,58,39.7,0.97,0.07,19.2,1210,1500,80.7,631,684,92.3,33,19,15,51.7,15,46,0,60,3,33.3
318,NONI MADUEKE,ENG,DL,DL,Chelsea,21,Promesa,1053,1,0.43,0.17,0.6,51,4.35,34,1,8,2,6,8,0.68,666,373,77,0.12,0.56,665,86,43,3556,2191,504,136,472,2,0,4,6,5,31,38.7,1.03,0.13,19,412,486,84.8,268,294,91.2,16,10,11,32.4,11,20,0,54,7,41.2
319,GABRIEL MAGALHÃES,BRA,DF,DF,Arsenal,25,Maduro,3044,0,0.12,0,0.12,23,0.68,20,1,0,1,0,3,0.09,2447,234,42,0.02,0.1,2447,5,40,6001,3455,1702,8,2030,2,4,5,22,4,31,32.3,0.3,0.13,7.9,1914,2157,88.7,841,885,95,48,28,17,77.3,44,79,0,136,77,55.4
320,HARRY MAGUIRE,ENG,DF,DF,Manchester United,30,Maduro,1653,0,0.11,0.11,0.22,24,1.31,19,0,0,1,1,4,0.22,1313,89,36,0.03,0.07,1313,2,0,4638,2771,782,2,1018,0,13,2,3,2,20,15,0.16,0.1,11.5,917,1103,83.1,382,423,90.3,24,17,12,54.5,33,49,0,78,69,78.4
321,KOBBIE MAINOO,ENG,CC,CC,Manchester United,18,Filial,1924,0,0.14,0.05,0.19,40,1.87,31,0,3,3,2,8,0.37,1094,236,30,0.03,0.22,1094,58,53.4,3152,1447,767,36,863,8,3,0,16,3,11,45.5,0.23,0.27,21.1,748,868,86.2,439,486,90.3,47,27,21,46.7,20,69,0,96,19,42.2
322,OREL MANGALA,BEL,CC,CC,Nottingham Forest,25,Maduro,1563,0,0.06,0,0.06,20,1.15,17,0,0,0,1,2,0.12,819,116,9,0.01,0.14,819,30,43.3,2097,961,529,14,639,1,2,2,6,1,10,10,0.06,0.1,18.9,570,646,88.2,292,321,91,27,13,14,48.3,12,53,0,74,9,75
323,BENSON MANUEL,ANG,CC,DL,Burnley,26,Maduro,116,0,0,0,0,6,4.7,3,0,2,0,1,0,0,82,48,3,0.04,0.59,82,12,33.3,515,225,68,14,52,0,0,1,3,0,4,50,1.55,0,24,48,59,81.4,27,27,100,3,2,0,0,1,3,0,6,0,0
324,SOLLY MARCH,ENG,DL,DF,Brighton,29,Maduro,554,0,0.49,0.16,0.65,22,3.57,8,8,2,1,2,2,0.32,336,145,18,0.05,0.43,336,18,44.4,975,491,211,44,222,1,1,0,7,3,14,42.9,0.97,0.21,16.6,203,261,77.8,118,139,84.9,19,14,8,57.1,5,30,0,36,6,60
325,ANTHONY MARTIAL,FRA,DL,DL,Manchester United,27,Maduro,448,0,0.2,0,0.2,11,2.21,9,0,0,1,1,1,0.2,178,89,16,0.09,0.5,178,6,33.3,444,168,148,36,131,0,0,2,3,1,6,66.7,0.8,0.17,12.9,109,139,78.4,70,80,87.5,4,1,1,100,4,4,0,9,8,30.8
326,GABRIEL MARTINELLI,BRA,DL,DL,Arsenal,22,Promesa,2019,0,0.27,0.18,0.45,92,4.1,63,6,12,8,1,11,0.49,1241,844,196,0.16,0.68,1241,114,35.1,5863,2981,956,345,878,3,3,2,29,6,58,34.5,0.89,0.1,15.6,724,929,77.9,424,490,86.5,30,24,13,40.6,23,35,0,95,15,36.6
328,LISANDRO MARTÍNEZ,ARG,DF,DF,Manchester United,25,Maduro,646,0,0,0.14,0.14,7,0.98,6,0,0,0,0,1,0.14,510,18,2,0,0.04,510,4,50,1775,1062,351,1,414,1,1,2,1,0,0,0,0,0,0,411,446,92.2,186,192,96.9,12,8,5,41.7,10,17,0,33,4,44.4
330,PAPE MATAR SARR,SEN,CC,CC,Tottenham Hotspur,20,Promesa,2069,0,0.13,0.13,0.26,52,2.26,43,0,0,3,2,7,0.3,1582,486,44,0.03,0.31,1582,38,50,5912,2263,1197,90,1329,6,3,2,27,3,36,36.1,0.57,0.08,17.6,1179,1349,87.4,662,718,92.2,34,24,15,41.7,21,65,0,144,24,47.1
331,JEAN-PHILIPPE MATETA,FRA,DL,DL,Crystal Palace,26,Maduro,2282,2,0.63,0.2,0.83,65,2.56,48,0,5,6,4,12,0.47,725,373,102,0.14,0.51,723,65,38.5,2104,740,539,135,421,1,3,0,14,16,44,56.8,0.99,0.32,12.7,309,433,71.4,195,245,79.6,22,15,6,60,13,26,0,81,50,42.4
332,JOËL MATIP,CMR,DF,DF,Liverpool,31,Veterano,781,0,0,0,0,8,0.92,8,0,0,0,0,1,0.12,665,37,12,0.02,0.06,665,2,0,2195,1406,451,1,559,0,0,1,4,0,5,0,0,0,10.6,494,564,87.6,198,216,91.7,12,6,8,66.7,16,21,0,58,28,73.7
335,NEAL MAUPAY,FRA,DL,DL,Brentford,26,Maduro,1321,0,0.41,0.2,0.61,40,2.72,31,0,2,6,0,5,0.34,532,262,71,0.13,0.49,532,33,27.3,1421,571,379,91,362,5,2,2,28,6,37,37.8,0.95,0.16,15.3,282,392,71.9,172,208,82.7,10,7,3,23.1,11,12,0,60,14,25.5
336,NEAL MAUPAY,FRA,DL,DL,Everton,26,Maduro,111,0,0,0,0,3,2.41,3,0,0,0,0,0,0,40,19,8,0.2,0.48,40,0,0,89,34,28,6,23,0,1,0,1,0,5,80,3.24,0,12.5,22,26,84.6,12,13,92.3,0,0,0,0,2,0,0,4,0,0
337,KONSTANTINOS MAVROPANOS,GRE,DF,DF,West Ham United,25,Maduro,1500,0,0.06,0,0.06,10,0.6,7,0,0,1,0,0,0,821,34,19,0.02,0.04,821,6,33.3,2338,1349,419,2,597,1,11,2,7,1,12,16.7,0.12,0.08,9.3,482,635,75.9,155,179,86.6,28,16,17,81,21,51,0,70,44,65.7
338,BRYAN MBEUMO,CMR,DL,DL,Brentford,23,Promesa,1960,3,0.41,0.28,0.69,82,3.77,45,23,2,5,7,10,0.46,1045,599,111,0.11,0.57,1042,78,33.3,4326,2115,727,195,668,15,4,8,29,9,50,32,0.73,0.12,17.1,511,765,66.8,299,373,80.2,15,10,5,26.3,26,22,0,93,23,34.3
339,JAMES MCATEE,ENG,CC,DL,Sheffield United,20,Promesa,1822,1,0.15,0.15,0.3,60,2.97,45,4,5,4,2,3,0.15,784,366,68,0.09,0.47,783,92,35.9,3228,1444,475,110,484,6,1,4,17,3,25,32,0.4,0.08,18.6,362,530,68.3,209,263,79.5,32,21,13,39.4,20,43,0,96,10,24.4
341,OLIVER MCBURNIE,SCO,DL,DL,Sheffield United,27,Maduro,1280,2,0.42,0.21,0.63,29,2.04,24,0,0,2,3,7,0.49,583,230,74,0.13,0.4,581,17,35.3,923,305,420,60,400,1,1,5,14,6,31,48.4,1.05,0.13,11.9,242,408,59.3,163,256,63.7,17,7,5,41.7,18,22,0,41,110,49.3
343,JOHN MCGINN,SCO,CC,DL,Aston Villa,28,Maduro,2999,0,0.18,0.12,0.3,106,3.18,88,9,6,2,1,14,0.42,1546,499,58,0.04,0.32,1546,96,56.3,5181,2385,1096,84,1137,15,8,4,25,6,40,35,0.42,0.15,19.5,972,1223,79.5,434,489,88.8,59,35,32,41.6,33,80,0,161,9,32.1
344,SCOTT MCKENNA,SCO,DF,DF,Nottingham Forest,26,Maduro,416,0,0,0,0,2,0.43,2,0,0,0,0,0,0,244,11,5,0.02,0.05,244,0,0,365,177,107,0,168,0,0,0,2,0,2,0,0,0,10.8,137,186,73.7,38,48,79.2,4,0,2,66.7,6,9,0,25,20,87
345,DWIGHT MCNEIL,ENG,CC,DL,Everton,23,Promesa,2892,0,0.09,0.19,0.28,130,4.05,77,33,5,6,6,9,0.28,1621,724,72,0.04,0.45,1621,66,45.5,5845,2583,1032,147,1098,14,5,10,62,3,57,24.6,0.44,0.05,21,874,1266,69,465,534,87.1,44,27,24,43.6,44,66,0,177,16,44.4
346,SCOTT MCTOMINAY,SCO,CC,DL,Manchester United,26,Maduro,1901,0,0.33,0.05,0.38,26,1.23,18,0,1,4,1,2,0.09,927,225,53,0.06,0.24,927,21,38.1,2221,1032,572,47,639,2,3,3,19,7,44,43.2,0.9,0.16,14.6,528,655,80.6,307,356,86.2,49,25,22,66.7,34,63,1,91,36,45.6
347,BEN MEE,ENG,DF,DF,Brentford,33,Veterano,1272,0,0.14,0,0.14,14,0.99,11,1,0,2,0,1,0.07,829,79,25,0.03,0.1,829,6,50,1958,1150,447,9,594,0,3,1,6,2,10,20,0.14,0.2,12.7,511,667,76.6,218,249,87.6,26,15,17,77.3,21,39,0,67,35,52.2
348,HANNIBAL MEJBRI,TUN,CC,DL,Manchester United,20,Promesa,133,0,0.68,0,0.68,6,4.06,5,0,0,0,1,0,0,59,19,3,0.05,0.32,59,5,40,156,74,34,10,37,2,0,0,2,1,1,100,0.68,1,28.7,31,38,81.6,21,21,100,3,3,1,33.3,1,3,0,10,2,33.3
349,TEDEN MENGI,ENG,DF,DF,Luton Town,21,Promesa,2469,0,0.04,0,0.04,14,0.51,11,0,2,1,0,0,0,1288,70,24,0.02,0.05,1288,11,63.6,3222,1660,616,1,912,1,13,4,7,1,11,36.4,0.15,0.09,17.6,728,938,77.6,256,296,86.5,54,22,19,63.3,39,111,1,126,60,58.3
350,CHRIS MEPHAM,WAL,DF,DF,Bournemouth,25,Maduro,617,0,0,0.15,0.15,11,1.6,8,1,0,0,0,2,0.29,434,25,6,0.01,0.06,434,0,0,1304,736,242,1,350,0,1,1,1,0,1,100,0.15,0,8.8,296,359,82.5,96,115,83.5,12,11,9,64.3,13,19,0,31,29,59.2
351,LEWIS MILEY,ENG,CC,CC,Newcastle United,17,Filial,1202,0,0.07,0.22,0.3,31,2.32,24,0,2,3,0,5,0.37,674,212,35,0.05,0.32,674,17,47.1,1664,654,435,54,535,4,2,0,13,1,13,23.1,0.22,0.08,15.4,441,535,82.4,255,296,86.1,33,21,15,46.9,20,41,0,78,11,47.8
352,JAMES MILNER,ENG,DF,CC,Brighton,37,Emblema,773,0,0,0.23,0.23,24,2.79,20,4,0,0,0,2,0.23,675,245,17,0.03,0.36,675,8,37.5,1230,562,457,73,516,4,2,3,10,0,5,20,0.12,0,17.2,492,585,84.1,269,297,90.6,20,14,9,64.3,9,28,1,45,6,31.6
354,TYRICK MITCHELL,ENG,DF,CC,Crystal Palace,23,Promesa,3204,0,0.06,0.08,0.14,47,1.32,40,2,1,2,1,4,0.11,2038,555,54,0.03,0.27,2038,37,48.6,3253,1564,979,159,1262,1,2,4,70,2,12,33.3,0.11,0.17,12.4,1177,1627,72.3,605,718,84.3,105,60,43,71.7,63,131,0,208,21,44.7
355,KAORU MITOMA,JPN,DL,DL,Brighton,26,Maduro,1486,0,0.18,0.24,0.42,62,3.76,47,0,10,3,2,10,0.61,852,514,136,0.16,0.6,852,94,41.5,4879,3147,677,239,639,3,0,2,18,3,34,44.1,0.91,0.09,13.2,509,650,78.3,357,413,86.4,13,6,5,26.3,15,18,0,68,11,50
357,JAKUB MODER,POL,CC,DF,Brighton,24,Promesa,618,0,0,0,0,13,1.89,11,0,1,1,0,1,0.15,388,106,14,0.04,0.27,388,12,50,985,423,259,26,292,1,0,3,11,0,11,27.3,0.44,0,17.8,243,304,79.9,150,165,90.9,19,10,9,50,8,21,0,40,3,37.5
358,GONZALO MONTIEL,ARG,DF,DF,Nottingham Forest,26,Maduro,801,0,0,0.22,0.22,15,1.69,14,0,0,1,0,2,0.22,473,117,13,0.03,0.25,473,1,100,932,577,239,32,328,1,0,1,9,0,3,0,0,0,18.4,292,386,75.6,155,172,90.1,22,19,16,55.2,8,31,1,42,12,60
359,KIEFFER MOORE,WAL,DL,CC,Bournemouth,30,Maduro,108,0,0.83,0,0.83,5,4.17,5,0,0,0,0,0,0,53,30,12,0.23,0.57,53,3,33.3,93,34,47,15,41,0,0,0,3,1,6,33.3,1.67,0.17,12.5,28,42,66.7,22,29,75.9,0,0,0,0,0,0,0,4,6,50
361,ÁLEX MORENO,ESP,DF,DF,Aston Villa,30,Maduro,1031,0,0.17,0,0.17,22,1.92,19,0,2,1,0,1,0.09,690,213,29,0.04,0.31,690,35,42.9,2332,1106,383,83,435,0,0,1,33,2,8,50,0.35,0.25,12.3,428,542,79,235,264,89,18,12,12,63.2,11,31,0,40,4,28.6
362,CARLTON MORRIS,ENG,DL,CC,Luton Town,27,Maduro,2862,5,0.35,0.13,0.47,71,2.23,49,0,5,10,6,8,0.25,1071,457,136,0.13,0.43,1066,55,56.4,2855,1152,799,120,719,0,2,13,33,11,66,39.4,0.82,0.09,13.5,484,751,64.4,310,415,74.7,15,8,9,60,24,16,0,71,133,44
363,MASON MOUNT,ENG,CC,DL,Manchester United,24,Promesa,516,0,0.17,0,0.17,18,3.15,11,2,2,0,1,0,0,289,125,17,0.06,0.43,289,12,33.3,797,321,180,34,207,1,1,0,4,1,5,20,0.17,0.2,13.6,179,219,81.7,111,125,88.8,22,14,6,37.5,6,28,0,37,6,40
365,MYKHAILO MUDRYK,UKR,DL,DL,Chelsea,22,Promesa,1576,0,0.29,0.11,0.4,60,3.43,39,10,7,1,3,9,0.51,777,420,78,0.1,0.54,777,81,48.1,4183,2418,572,139,498,5,9,6,14,5,35,34.3,0.69,0.14,17.2,385,566,68,237,300,79,21,12,10,31.3,14,30,0,50,7,35
366,RODRIGO MUNIZ,BRA,DL,DL,Fulham,22,Promesa,1593,0,0.51,0.06,0.56,39,2.2,21,0,3,9,4,2,0.11,462,220,118,0.26,0.48,462,20,25,788,258,343,76,207,1,1,1,4,9,73,35.6,1.47,0.12,11.8,136,222,61.3,74,113,65.5,7,3,1,16.7,9,13,0,34,74,40.4
367,DANIEL MUÑOZ,COL,DF,CC,Crystal Palace,27,Maduro,1439,0,0,0.25,0.25,46,2.88,38,2,1,1,2,7,0.44,947,284,42,0.04,0.3,947,28,46.4,1841,873,465,80,573,0,0,2,17,0,8,0,0,0,8.5,561,720,77.9,365,417,87.5,55,35,19,50,29,79,0,76,26,48.1
370,MURILLO,BRA,DF,DF,Nottingham Forest,21,Promesa,2789,0,0,0.06,0.06,30,0.97,20,1,5,3,1,4,0.13,1850,94,30,0.02,0.05,1850,35,57.1,5473,3400,1091,7,1378,6,18,9,12,0,17,35.3,0.19,0,22.6,1123,1460,76.9,387,440,88,50,31,19,57.6,41,87,0,146,38,48.7
372,JACOB MURPHY,ENG,DL,DF,Newcastle United,28,Maduro,1189,0,0.23,0.53,0.76,55,4.16,44,4,2,3,1,10,0.76,666,339,53,0.08,0.51,666,27,48.1,2179,981,434,113,478,10,0,3,23,3,30,33.3,0.76,0.1,19.6,343,519,66.1,200,244,82,20,10,12,46.2,17,26,0,66,4,28.6
373,VITALIY MYKOLENKO,UKR,DF,DF,Everton,24,Promesa,2469,0,0.07,0,0.07,37,1.35,32,0,1,4,0,3,0.11,1501,374,30,0.02,0.25,1501,31,58.1,2518,1028,691,68,938,2,2,3,35,2,26,19.2,0.18,0.08,18.9,869,1166,74.5,488,549,88.9,69,38,41,62.1,36,105,0,142,30,52.6
374,MARVELOUS NAKAMBA,ZIM,CC,CC,Luton Town,29,Maduro,1130,0,0,0,0,13,1.03,13,0,0,0,0,0,0,546,101,3,0.01,0.19,546,10,30,1064,344,251,5,404,0,5,1,10,0,5,0,0,0,23.6,356,423,84.2,184,203,90.6,40,24,24,57.1,23,51,0,90,4,36.4
376,REISS NELSON,ENG,DL,DL,Arsenal,23,Promesa,268,0,0,0,0,9,3.02,7,1,0,1,0,0,0,188,96,13,0.07,0.51,188,7,14.3,729,281,128,26,132,0,1,0,3,0,4,25,0.34,0,19.7,127,144,88.2,80,83,96.4,9,6,8,80,5,10,0,22,0,0
379,PEDRO NETO,POR,DL,CC,Wolverhampton,23,Promesa,1516,0,0.12,0.53,0.65,75,4.45,41,15,8,4,7,14,0.83,904,505,83,0.09,0.56,904,88,42,4915,2615,683,149,645,1,5,4,17,2,36,33.3,0.71,0.06,16.8,538,722,74.5,308,354,87,7,3,5,33.3,5,12,0,79,4,18.2
380,MOUSSA NIAKHATE,SEN,DF,DF,Nottingham Forest,27,Maduro,1460,0,0.06,0,0.06,11,0.68,8,3,0,0,0,0,0,926,104,7,0.01,0.11,926,3,100,2510,1184,535,6,687,0,3,1,7,1,5,20,0.06,0.2,9,617,774,79.7,237,252,94,42,25,20,80,19,56,0,98,15,75
381,EDDIE NKETIAH,ENG,DL,DL,Arsenal,24,Promesa,1082,0,0.42,0.17,0.58,28,2.33,17,0,3,5,3,8,0.67,371,207,75,0.2,0.56,371,30,26.7,1195,497,275,77,199,3,0,0,10,5,38,31.6,1,0.13,12.7,168,215,78.1,98,118,83.1,12,7,2,28.6,11,16,0,24,23,46
382,CHRISTOPHER NKUNKU,FRA,DL,CC,Chelsea,25,Maduro,443,0,0.61,0,0.61,13,2.65,10,0,1,1,1,1,0.2,244,128,27,0.11,0.53,244,8,25,606,298,202,35,166,3,1,1,5,3,16,43.8,1.42,0.19,11.4,159,183,86.9,101,109,92.7,5,4,1,50,4,7,0,12,10,62.5
383,RHYS NORRINGTON-DAVIES,WAL,DF,DF,Sheffield United,24,Promesa,110,0,0,0,0,1,0.82,1,0,0,0,0,0,0,77,14,1,0.01,0.18,77,1,100,266,119,47,6,55,0,1,0,2,0,0,0,0,0,0,48,67,71.6,23,25,92,1,1,0,0,2,2,0,4,1,50
384,OLIVER NORWOOD,NIR,CC,CC,Sheffield United,32,Veterano,1440,1,0.06,0,0.06,32,2,19,12,0,1,0,1,0.06,1068,170,6,0.01,0.16,1067,3,33.3,1695,666,630,10,813,2,8,3,10,1,14,35.7,0.31,0,32.9,634,911,69.6,246,296,83.1,41,26,20,42.6,24,62,1,98,14,46.7
385,MATHEUS NUNES,POR,CC,CC,Wolverhampton,24,Promesa,179,0,0,0,0,7,3.52,5,2,0,0,0,0,0,131,40,6,0.05,0.31,131,17,64.7,634,336,95,9,97,0,0,1,2,0,1,0,0,0,15.4,87,106,82.1,59,68,86.8,3,1,2,33.3,0,9,0,10,2,66.7
